{\rtf1\ansi\ansicpg1252\cocoartf2709
\cocoatextscaling0\cocoaplatform0{\fonttbl\f0\fmodern\fcharset0 Courier;}
{\colortbl;\red255\green255\blue255;\red0\green0\blue0;}
{\*\expandedcolortbl;;\cssrgb\c0\c0\c0;}
\margl1440\margr1440\vieww11520\viewh8400\viewkind0
\deftab720
\pard\pardeftab720\partightenfactor0

\f0\fs26 \cf0 \expnd0\expndtw0\kerning0
\outl0\strokewidth0 \strokec2 Zipcode,Income per capita,Median household income,Poverty, Median age,Median home value,Median monthly owner cost,Total Population,White Population,Black Population,American Indian Population,Asian Population,Hispanic Population,Population identifying as 2+ races,Percent of transit public transport\
94574,88261.0,104848.0,586.0,52.3,1206700.0,3993.0,8527.0,7521.0,76.0,13.0,196.0,1909.0,159.0,90.0\
94583,62707.0,159414.0,1285.0,40.7,930400.0,3606.0,38527.0,20114.0,745.0,136.0,13517.0,3895.0,3120.0,1482.0\
94586,102033.0,164063.0,38.0,50.8,1130800.0,4001.0,817.0,680.0,4.0,2.0,120.0,39.0,7.0,2.0\
94601,23634.0,53433.0,12053.0,33.6,524600.0,2315.0,53104.0,11005.0,8622.0,1143.0,9571.0,27204.0,3443.0,4411.0\
94621,19399.0,40813.0,7876.0,30.9,402500.0,1920.0,33820.0,4314.0,10317.0,216.0,1149.0,19838.0,2133.0,1727.0\
94708,96767.0,192577.0,516.0,50.5,1153500.0,4001.0,11899.0,9291.0,278.0,20.0,1447.0,397.0,715.0,866.0\
94710,52025.0,97917.0,1061.0,37.1,859600.0,2774.0,8123.0,4318.0,1240.0,87.0,838.0,1626.0,798.0,907.0\
94117,87799.0,167807.0,3112.0,33.3,1480400.0,4001.0,43526.0,30511.0,2215.0,190.0,6224.0,4323.0,2829.0,11349.0\
68117,24628.0,56193.0,869.0,36.4,118600.0,1257.0,8335.0,6190.0,99.0,60.0,20.0,3188.0,509.0,112.0\
68134,29017.0,56184.0,3492.0,34.6,152300.0,1325.0,31274.0,22487.0,6386.0,236.0,309.0,2636.0,1389.0,138.0\
68135,45549.0,116800.0,563.0,35.1,248700.0,1906.0,29329.0,26265.0,525.0,12.0,1626.0,1247.0,764.0,24.0\
68154,49318.0,74904.0,1165.0,38.7,230300.0,1746.0,22658.0,19279.0,1620.0,23.0,728.0,1099.0,785.0,20.0\
68164,37290.0,73984.0,1969.0,34.6,174100.0,1474.0,29124.0,23038.0,2917.0,122.0,882.0,1970.0,1520.0,39.0\
68315,29226.0,59688.0,7.0,54.7,-666666666.0,-666666666.0,68.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0\
68316,30252.0,62955.0,74.0,41.2,95500.0,1118.0,476.0,448.0,0.0,0.0,21.0,0.0,7.0,0.0\
68319,28888.0,62208.0,22.0,31.4,123900.0,1000.0,711.0,587.0,34.0,0.0,0.0,121.0,74.0,0.0\
68324,54764.0,-666666666.0,0.0,36.9,106300.0,-666666666.0,99.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0\
68352,24465.0,43733.0,583.0,44.9,88900.0,1194.0,4722.0,4531.0,51.0,31.0,26.0,249.0,36.0,5.0\
68376,28554.0,54188.0,144.0,52.0,71600.0,925.0,1493.0,1426.0,55.0,5.0,0.0,66.0,7.0,0.0\
68401,36517.0,98889.0,51.0,25.9,119000.0,1180.0,889.0,823.0,16.0,0.0,0.0,23.0,30.0,0.0\
68430,42568.0,90595.0,34.0,52.2,373300.0,1522.0,1559.0,1519.0,0.0,0.0,7.0,16.0,33.0,0.0\
68433,33793.0,55000.0,39.0,63.6,-666666666.0,788.0,225.0,215.0,0.0,7.0,0.0,2.0,3.0,0.0\
68457,30601.0,59250.0,19.0,47.0,68000.0,692.0,435.0,424.0,0.0,3.0,0.0,8.0,8.0,0.0\
68942,22398.0,56146.0,36.0,37.0,36900.0,1047.0,404.0,404.0,0.0,0.0,0.0,13.0,0.0,0.0\
68922,25389.0,60170.0,130.0,37.0,84500.0,1189.0,1373.0,1314.0,0.0,3.0,8.0,83.0,27.0,0.0\
68934,18779.0,21620.0,45.0,40.4,126400.0,2182.0,132.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0\
68980,32498.0,72500.0,15.0,31.0,119400.0,1079.0,470.0,436.0,0.0,12.0,0.0,0.0,22.0,0.0\
68634,26183.0,36250.0,10.0,53.2,91400.0,988.0,462.0,456.0,0.0,2.0,1.0,32.0,1.0,0.0\
68642,29260.0,75417.0,111.0,35.8,220300.0,1741.0,2092.0,2090.0,1.0,0.0,0.0,2.0,0.0,1.0\
68653,30101.0,67344.0,43.0,39.4,122500.0,1046.0,656.0,653.0,0.0,0.0,0.0,3.0,0.0,0.0\
68667,24813.0,45000.0,10.0,51.0,55000.0,-666666666.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0\
68722,31666.0,57750.0,51.0,52.9,56500.0,742.0,496.0,444.0,0.0,9.0,0.0,43.0,23.0,3.0\
68725,24710.0,39118.0,33.0,42.5,74300.0,1091.0,582.0,572.0,1.0,0.0,0.0,1.0,5.0,1.0\
68745,29567.0,57868.0,100.0,35.1,113900.0,1075.0,1582.0,1551.0,0.0,9.0,0.0,9.0,22.0,0.0\
68748,22053.0,53060.0,319.0,36.4,104700.0,951.0,2731.0,2292.0,20.0,16.0,99.0,1222.0,79.0,8.0\
68756,27291.0,52813.0,124.0,41.0,86700.0,1163.0,1893.0,1802.0,10.0,0.0,5.0,110.0,66.0,0.0\
68759,24936.0,35417.0,7.0,57.5,69300.0,1063.0,202.0,199.0,0.0,0.0,0.0,0.0,3.0,0.0\
68763,32892.0,64286.0,273.0,43.3,144000.0,1104.0,4737.0,4640.0,20.0,54.0,0.0,325.0,22.0,0.0\
68332,29310.0,54750.0,11.0,58.2,43000.0,-666666666.0,101.0,99.0,0.0,0.0,2.0,0.0,0.0,0.0\
68339,49570.0,105000.0,10.0,55.0,295600.0,1750.0,987.0,962.0,0.0,0.0,15.0,18.0,10.0,9.0\
68348,32034.0,73750.0,14.0,50.6,-666666666.0,-666666666.0,229.0,220.0,0.0,0.0,0.0,1.0,9.0,0.0\
68381,32392.0,51964.0,24.0,56.7,64000.0,-666666666.0,126.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0\
68414,34051.0,53077.0,31.0,36.8,68000.0,1031.0,237.0,205.0,16.0,16.0,0.0,0.0,0.0,0.0\
68421,16799.0,44583.0,174.0,21.1,85800.0,1081.0,1165.0,1040.0,77.0,0.0,1.0,107.0,22.0,0.0\
68346,32248.0,67935.0,19.0,54.8,141400.0,1236.0,564.0,518.0,1.0,0.0,0.0,62.0,38.0,0.0\
68349,37892.0,80875.0,58.0,37.0,188500.0,1350.0,1064.0,1056.0,0.0,2.0,0.0,33.0,6.0,0.0\
68367,42576.0,39063.0,50.0,51.6,62500.0,845.0,292.0,288.0,0.0,0.0,0.0,16.0,3.0,0.0\
67953,22448.0,-666666666.0,16.0,59.5,60800.0,-666666666.0,82.0,82.0,0.0,0.0,0.0,7.0,0.0,0.0\
67004,26278.0,61328.0,46.0,45.8,106300.0,1237.0,740.0,696.0,14.0,0.0,0.0,15.0,30.0,0.0\
67005,25483.0,50044.0,1806.0,37.8,72800.0,1047.0,15311.0,13063.0,568.0,334.0,167.0,2438.0,922.0,10.0\
67008,37515.0,41563.0,14.0,51.8,117700.0,1420.0,547.0,531.0,0.0,0.0,0.0,1.0,15.0,0.0\
67016,24260.0,48750.0,72.0,42.9,115800.0,1282.0,474.0,447.0,2.0,0.0,0.0,82.0,23.0,0.0\
67021,35627.0,-666666666.0,1.0,63.2,56000.0,820.0,33.0,32.0,0.0,1.0,0.0,5.0,0.0,0.0\
67031,30896.0,62279.0,156.0,34.4,137200.0,1181.0,2538.0,2429.0,29.0,1.0,53.0,20.0,13.0,0.0\
67037,33106.0,74833.0,1897.0,36.9,178000.0,1541.0,28879.0,25596.0,342.0,301.0,534.0,2213.0,1646.0,2.0\
67045,25425.0,39688.0,447.0,44.5,66100.0,964.0,3279.0,3077.0,10.0,10.0,23.0,177.0,138.0,6.0\
67056,25605.0,61984.0,346.0,39.2,150700.0,1187.0,3145.0,3033.0,44.0,0.0,0.0,89.0,68.0,0.0\
67059,24493.0,60000.0,54.0,37.3,92700.0,917.0,925.0,795.0,17.0,14.0,19.0,94.0,38.0,0.0\
67512,29310.0,71250.0,36.0,40.5,46700.0,835.0,228.0,214.0,0.0,2.0,3.0,0.0,9.0,0.0\
67518,24352.0,-666666666.0,1.0,56.6,162500.0,-666666666.0,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0\
67524,21787.0,46528.0,204.0,40.0,33100.0,667.0,585.0,541.0,0.0,0.0,0.0,112.0,44.0,2.0\
67530,27093.0,48750.0,2594.0,40.3,106100.0,1124.0,18493.0,16362.0,214.0,208.0,83.0,3723.0,1015.0,58.0\
67552,30372.0,41806.0,86.0,47.6,62600.0,771.0,665.0,634.0,0.0,0.0,1.0,157.0,13.0,0.0\
67566,25068.0,56667.0,29.0,30.6,88500.0,862.0,646.0,624.0,0.0,2.0,0.0,28.0,20.0,0.0\
67570,30464.0,61176.0,136.0,41.2,100000.0,1274.0,1330.0,1245.0,8.0,0.0,0.0,49.0,73.0,0.0\
56224,30555.0,52159.0,30.0,38.4,95700.0,991.0,333.0,316.0,0.0,7.0,0.0,0.0,10.0,0.0\
56239,31386.0,75000.0,46.0,38.1,147900.0,1273.0,691.0,565.0,19.0,0.0,2.0,110.0,54.0,0.0\
56264,30171.0,63269.0,118.0,45.3,136300.0,1222.0,2117.0,2049.0,16.0,2.0,4.0,59.0,22.0,0.0\
56281,33265.0,72250.0,62.0,34.3,153600.0,1273.0,702.0,695.0,0.0,0.0,0.0,7.0,0.0,0.0\
56289,33613.0,59609.0,51.0,52.6,250600.0,1696.0,656.0,650.0,3.0,0.0,0.0,3.0,0.0,0.0\
56307,31740.0,75625.0,230.0,35.0,223300.0,1561.0,5428.0,5116.0,117.0,0.0,61.0,32.0,124.0,0.0\
56308,37928.0,66113.0,1892.0,42.4,235600.0,1468.0,25281.0,24277.0,69.0,48.0,69.0,582.0,554.0,60.0\
56310,35198.0,88493.0,155.0,38.9,226300.0,1485.0,5754.0,5743.0,0.0,0.0,0.0,25.0,5.0,2.0\
56312,30681.0,67930.0,179.0,40.6,167500.0,1292.0,2670.0,2565.0,0.0,0.0,12.0,107.0,6.0,0.0\
56313,18332.0,46250.0,36.0,46.5,83800.0,1125.0,90.0,89.0,0.0,1.0,0.0,0.0,0.0,0.0\
56327,37779.0,73750.0,38.0,48.8,308100.0,1556.0,829.0,814.0,6.0,0.0,1.0,0.0,4.0,4.0\
56328,36121.0,72500.0,6.0,57.9,99200.0,1000.0,150.0,140.0,0.0,0.0,1.0,8.0,9.0,0.0\
77028,15074.0,27905.0,6072.0,35.5,76400.0,945.0,18620.0,4452.0,12456.0,35.0,0.0,5790.0,1040.0,279.0\
77058,39401.0,54866.0,2397.0,34.7,190700.0,1390.0,15930.0,11315.0,1296.0,12.0,1308.0,3455.0,1209.0,135.0\
77023,21778.0,39603.0,7461.0,33.6,164200.0,1552.0,28122.0,15554.0,1158.0,70.0,367.0,22784.0,2183.0,322.0\
77093,13017.0,31321.0,18065.0,30.9,87500.0,1107.0,46985.0,34763.0,5237.0,77.0,167.0,39239.0,1061.0,388.0\
77360,24265.0,51909.0,625.0,45.9,110200.0,1270.0,5415.0,5245.0,14.0,0.0,0.0,278.0,141.0,0.0\
77042,35503.0,48741.0,6342.0,32.7,301900.0,2189.0,40659.0,19160.0,12706.0,209.0,3124.0,10599.0,2406.0,1114.0\
77302,34167.0,79070.0,2162.0,38.4,209500.0,1768.0,18845.0,16487.0,421.0,0.0,200.0,5422.0,1164.0,4.0\
77420,21046.0,44375.0,176.0,34.3,122700.0,1183.0,2331.0,1786.0,420.0,0.0,0.0,901.0,83.0,0.0\
77388,36574.0,92610.0,3518.0,35.0,208700.0,1737.0,50972.0,33996.0,7534.0,247.0,4264.0,13093.0,2033.0,264.0\
77417,17398.0,42656.0,1130.0,33.7,98100.0,1296.0,3683.0,1885.0,646.0,129.0,0.0,2312.0,932.0,0.0\
77043,37968.0,66325.0,2635.0,34.7,292400.0,1763.0,24957.0,18189.0,1121.0,4.0,2009.0,10288.0,1826.0,170.0\
77089,27813.0,75622.0,7443.0,34.3,167900.0,1630.0,55410.0,29191.0,7576.0,93.0,9839.0,25872.0,5722.0,598.0\
77591,31085.0,51891.0,1560.0,32.5,142300.0,1396.0,14926.0,5735.0,7527.0,29.0,189.0,2698.0,791.0,6.0\
77703,14777.0,26838.0,4976.0,29.7,75100.0,1054.0,13134.0,3065.0,8552.0,14.0,19.0,3384.0,503.0,21.0\
77033,15378.0,36484.0,9430.0,33.3,70100.0,1035.0,29267.0,7753.0,18455.0,32.0,77.0,10128.0,1936.0,545.0\
77064,30734.0,72808.0,6236.0,33.8,178900.0,1555.0,49042.0,23771.0,7567.0,175.0,8345.0,19424.0,3592.0,310.0\
77099,18709.0,41632.0,12041.0,32.0,131200.0,1281.0,50326.0,18157.0,16258.0,107.0,6027.0,24036.0,1292.0,812.0\
77201,-666666666.0,-666666666.0,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0\
77328,25381.0,48821.0,2454.0,38.2,122300.0,1492.0,16832.0,14852.0,445.0,256.0,209.0,3946.0,684.0,14.0\
77342,-666666666.0,-666666666.0,0.0,-666666666.0,-666666666.0,-666666666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0\
77350,24629.0,-666666666.0,12.0,39.4,-666666666.0,-666666666.0,90.0,65.0,25.0,0.0,0.0,0.0,0.0,0.0\
77377,39107.0,101901.0,1278.0,36.5,261600.0,1991.0,38233.0,28536.0,2630.0,128.0,2839.0,8869.0,2328.0,91.0\
77406,42945.0,123360.0,3168.0,38.3,314600.0,2343.0,57622.0,40096.0,6309.0,176.0,5513.0,15821.0,4280.0,148.0\
77407,33861.0,99499.0,3959.0,32.8,266200.0,2066.0,61382.0,21278.0,14521.0,0.0,21405.0,11388.0,2566.0,668.0\
77436,,-666666666.0,0.0,31.4,-666666666.0,-666666666.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0\
77453,20850.0,-666666666.0,301.0,25.6,-666666666.0,-666666666.0,469.0,391.0,1.0,0.0,0.0,379.0,1.0,0.0\
77460,,-666666666.0,0.0,10.8,-666666666.0,-666666666.0,43.0,43.0,0.0,0.0,0.0,43.0,0.0,0.0\
77498,35095.0,86934.0,4309.0,35.1,221400.0,1722.0,52950.0,22554.0,9538.0,295.0,15268.0,13462.0,2568.0,291.0\
77523,43014.0,127339.0,2808.0,33.6,272100.0,1897.0,23431.0,20161.0,1873.0,22.0,302.0,5846.0,822.0,21.0\
77580,43104.0,157887.0,0.0,25.5,340400.0,2357.0,999.0,939.0,46.0,0.0,0.0,0.0,14.0,0.0\
77661,11809.0,14635.0,604.0,30.1,114800.0,-666666666.0,1292.0,491.0,224.0,0.0,37.0,604.0,45.0,0.0\
77976,62139.0,-666666666.0,0.0,65.5,178100.0,-666666666.0,38.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0\
77987,26600.0,71667.0,13.0,34.0,120800.0,1125.0,218.0,205.0,0.0,0.0,0.0,13.0,11.0,0.0\
77993,48003.0,113625.0,0.0,49.5,-666666666.0,-666666666.0,87.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0\
77032,15798.0,33630.0,4909.0,26.6,84600.0,1277.0,14351.0,5755.0,5733.0,0.0,101.0,7466.0,766.0,25.0\
77053,19486.0,50693.0,6859.0,32.6,95400.0,1178.0,31521.0,12849.0,13601.0,108.0,176.0,16683.0,2897.0,355.0\
77056,96660.0,106974.0,1726.0,39.5,786200.0,4001.0,22155.0,15355.0,1669.0,72.0,3360.0,3257.0,1196.0,255.0\
77065,33229.0,63220.0,3625.0,35.8,194700.0,1582.0,39951.0,22135.0,9187.0,21.0,3097.0,13014.0,3203.0,339.0\
77069,44059.0,60239.0,2757.0,40.6,268200.0,1989.0,18968.0,11122.0,4819.0,0.0,752.0,3505.0,1194.0,357.0\
77070,35881.0,67390.0,6977.0,35.1,201000.0,1639.0,56260.0,33431.0,10678.0,449.0,4808.0,16681.0,3559.0,156.0\
77320,18117.0,48226.0,3508.0,40.9,155200.0,1251.0,36091.0,25408.0,8509.0,61.0,195.0,7693.0,1485.0,1.0\
77345,55723.0,140593.0,548.0,40.7,306900.0,2430.0,28593.0,25523.0,975.0,0.0,890.0,3447.0,867.0,255.0\
75032,54864.0,118593.0,1162.0,39.6,354100.0,2464.0,33956.0,27595.0,2569.0,26.0,1272.0,5581.0,1601.0,103.0\
75057,27982.0,63721.0,2329.0,30.7,129200.0,1218.0,16670.0,10910.0,1972.0,16.0,318.0,7713.0,2378.0,181.0\
75058,39219.0,105500.0,168.0,32.8,357100.0,2482.0,3329.0,2777.0,13.0,14.0,10.0,647.0,421.0,0.0\
78146,33299.0,58235.0,70.0,30.1,89500.0,1110.0,834.0,532.0,19.0,0.0,0.0,489.0,273.0,0.0\
78015,55272.0,126910.0,654.0,39.2,433400.0,2809.0,17187.0,15109.0,434.0,69.0,196.0,3322.0,866.0,16.0\
78019,19148.0,57463.0,128.0,39.9,69900.0,884.0,2111.0,1567.0,36.0,0.0,0.0,1624.0,446.0,0.0\
78022,24096.0,51655.0,563.0,47.6,117600.0,1257.0,4082.0,4002.0,33.0,0.0,32.0,1953.0,4.0,0.0\
78026,25443.0,63596.0,769.0,36.6,103100.0,1341.0,7158.0,6669.0,29.0,0.0,1.0,3449.0,412.0,0.0\
78027,51414.0,-666666666.0,0.0,53.1,250000.0,1950.0,990.0,569.0,0.0,0.0,217.0,245.0,204.0,0.0\
78040,11921.0,27319.0,15497.0,28.8,78200.0,1128.0,39997.0,31786.0,92.0,52.0,48.0,39313.0,6557.0,391.0\
78041,23591.0,53514.0,9745.0,32.1,160900.0,1796.0,47207.0,38323.0,559.0,121.0,312.0,44243.0,6796.0,317.0\
78056,56430.0,116167.0,17.0,53.2,432700.0,2518.0,2024.0,1765.0,100.0,72.0,0.0,190.0,10.0,0.0\
78059,30287.0,66632.0,295.0,42.6,159300.0,1481.0,5327.0,4211.0,56.0,14.0,7.0,3417.0,761.0,0.0\
78071,20765.0,45042.0,827.0,34.3,119400.0,1553.0,4394.0,3871.0,212.0,34.0,136.0,2267.0,87.0,0.0\
78107,49598.0,29519.0,58.0,59.8,64200.0,-666666666.0,316.0,250.0,0.0,0.0,0.0,168.0,0.0,0.0\
78112,19756.0,46349.0,975.0,33.9,100900.0,1106.0,8725.0,6399.0,64.0,108.0,30.0,6372.0,1265.0,0.0\
78114,32666.0,71643.0,2708.0,40.0,192300.0,1663.0,24463.0,21384.0,449.0,103.0,177.0,12366.0,1754.0,0.0\
78118,21641.0,54316.0,577.0,36.5,94400.0,1396.0,4418.0,3361.0,201.0,0.0,1.0,2883.0,454.0,0.0\
78124,34447.0,73724.0,371.0,44.4,179700.0,1563.0,6553.0,4760.0,334.0,2.0,11.0,2491.0,681.0,6.0\
78142,19994.0,-666666666.0,20.0,50.1,-666666666.0,-666666666.0,106.0,106.0,0.0,0.0,0.0,77.0,0.0,0.0\
78159,21248.0,54375.0,174.0,31.3,48200.0,674.0,1033.0,646.0,0.0,0.0,0.0,642.0,12.0,21.0\
78145,11587.0,36250.0,0.0,30.5,24700.0,-666666666.0,85.0,83.0,0.0,0.0,0.0,85.0,0.0,0.0\
78147,26070.0,68529.0,194.0,29.5,150000.0,1406.0,1805.0,1702.0,0.0,0.0,0.0,946.0,97.0,0.0\
78151,24960.0,40417.0,426.0,31.8,100200.0,869.0,1705.0,1303.0,30.0,0.0,0.0,1177.0,64.0,0.0\
78214,17424.0,36421.0,6900.0,33.7,84400.0,1048.0,26805.0,21090.0,176.0,262.0,46.0,23790.0,1892.0,430.0\
78244,26352.0,61029.0,3796.0,34.0,145900.0,1296.0,33988.0,16256.0,10450.0,110.0,402.0,16449.0,4083.0,283.0\
78252,21289.0,67930.0,916.0,31.9,134100.0,1284.0,11479.0,8220.0,760.0,147.0,379.0,7480.0,852.0,17.0\
78344,22852.0,61176.0,97.0,40.3,90600.0,-666666666.0,419.0,419.0,0.0,0.0,0.0,393.0,0.0,0.0\
78349,14635.0,-666666666.0,122.0,46.8,72500.0,-666666666.0,598.0,461.0,0.0,12.0,0.0,587.0,119.0,0.0\
78362,26174.0,64592.0,1003.0,38.2,152800.0,1446.0,11025.0,9605.0,298.0,5.0,108.0,5302.0,840.0,0.0\
78537,11597.0,29705.0,18954.0,26.1,62000.0,764.0,45120.0,34531.0,42.0,4.0,154.0,42729.0,3932.0,29.0\
78560,12820.0,33750.0,1782.0,28.1,79800.0,1171.0,4743.0,4056.0,0.0,0.0,49.0,4537.0,381.0,0.0\
78562,13170.0,46591.0,515.0,33.1,70600.0,1036.0,3198.0,2202.0,10.0,10.0,0.0,3146.0,559.0,12.0\
78569,19545.0,43281.0,653.0,40.1,97300.0,1215.0,4541.0,3747.0,0.0,0.0,0.0,3819.0,706.0,0.0\
78579,15041.0,53393.0,1141.0,29.9,58000.0,672.0,5562.0,3649.0,0.0,0.0,0.0,5559.0,631.0,0.0\
78584,12147.0,23936.0,7496.0,29.7,70000.0,994.0,18286.0,15680.0,18.0,10.0,0.0,18269.0,1743.0,0.0\
78596,17793.0,45881.0,17496.0,28.7,83300.0,1143.0,68984.0,52300.0,379.0,360.0,579.0,63052.0,6662.0,0.0\
78641,41380.0,105096.0,3401.0,35.8,281700.0,2015.0,78568.0,61815.0,5224.0,110.0,3507.0,18335.0,5162.0,788.0\
78655,25214.0,49417.0,604.0,46.3,148800.0,1639.0,3892.0,3069.0,148.0,0.0,19.0,2358.0,505.0,0.0\
78661,25129.0,41042.0,42.0,41.5,90000.0,1327.0,272.0,210.0,4.0,0.0,0.0,149.0,7.0,0.0\
78605,29153.0,59224.0,525.0,39.6,151400.0,1339.0,6035.0,5386.0,30.0,32.0,22.0,1050.0,539.0,12.0\
78611,34289.0,65130.0,988.0,44.8,195100.0,1569.0,12454.0,11511.0,182.0,48.0,10.0,2696.0,405.0,0.0\
78619,53685.0,136779.0,157.0,44.2,521100.0,3081.0,5840.0,5612.0,0.0,123.0,9.0,706.0,34.0,0.0\
78648,24338.0,52884.0,1417.0,41.3,146300.0,1244.0,8264.0,5789.0,686.0,22.0,29.0,3559.0,763.0,0.0\
78653,28076.0,85544.0,3745.0,31.9,219800.0,1712.0,29622.0,15001.0,6265.0,127.0,616.0,15567.0,1995.0,43.0\
78729,43082.0,74782.0,1643.0,35.2,310800.0,1922.0,27707.0,20631.0,1338.0,97.0,3100.0,6164.0,1743.0,132.0\
78638,26478.0,59403.0,153.0,40.6,163300.0,1359.0,2112.0,1819.0,28.0,0.0,0.0,526.0,43.0,21.0\
12460,24781.0,25500.0,154.0,35.8,133100.0,-666666666.0,340.0,340.0,0.0,0.0,0.0,14.0,0.0,8.0\
12481,31444.0,63472.0,147.0,47.3,192700.0,1563.0,1732.0,1638.0,0.0,17.0,36.0,0.0,41.0,0.0\
12482,26464.0,-666666666.0,52.0,62.7,133300.0,-666666666.0,612.0,599.0,0.0,0.0,0.0,0.0,13.0,0.0\
12491,40345.0,100951.0,400.0,40.5,221200.0,1612.0,1660.0,1378.0,4.0,0.0,0.0,162.0,253.0,0.0\
12517,32558.0,84554.0,63.0,36.6,317900.0,1388.0,391.0,319.0,0.0,0.0,0.0,44.0,28.0,0.0\
12563,34750.0,106161.0,842.0,41.6,332600.0,2358.0,7579.0,6011.0,921.0,45.0,66.0,1399.0,103.0,153.0\
12564,43072.0,94539.0,473.0,48.3,329200.0,2453.0,7710.0,6627.0,309.0,0.0,169.0,1093.0,211.0,271.0\
12581,47002.0,74301.0,308.0,46.5,288200.0,1431.0,2231.0,1835.0,0.0,145.0,21.0,493.0,81.0,108.0\
12590,42596.0,90103.0,2508.0,44.9,292000.0,2194.0,34823.0,27112.0,2468.0,77.0,1882.0,5410.0,1479.0,771.0\
12742,43558.0,-666666666.0,8.0,62.8,-666666666.0,-666666666.0,74.0,67.0,7.0,0.0,0.0,38.0,0.0,0.0\
12776,34312.0,58409.0,156.0,48.5,183700.0,1686.0,2361.0,2172.0,25.0,0.0,6.0,305.0,141.0,21.0\
12786,64917.0,111850.0,25.0,65.6,165700.0,921.0,336.0,285.0,0.0,0.0,0.0,60.0,51.0,0.0\
12790,39829.0,76739.0,230.0,45.2,181600.0,1910.0,3933.0,3496.0,34.0,3.0,189.0,361.0,147.0,31.0\
99128,41300.0,-666666666.0,17.0,48.5,265700.0,1100.0,371.0,357.0,0.0,2.0,8.0,9.0,4.0,0.0\
99141,30232.0,54957.0,569.0,46.6,178500.0,1247.0,5898.0,5542.0,20.0,82.0,24.0,271.0,216.0,0.0\
99149,19804.0,37917.0,21.0,42.1,67500.0,800.0,223.0,213.0,0.0,6.0,0.0,0.0,4.0,0.0\
99153,33692.0,37098.0,55.0,56.9,160400.0,1039.0,422.0,403.0,0.0,2.0,0.0,39.0,17.0,0.0\
99156,29663.0,59333.0,876.0,51.5,255400.0,1466.0,8755.0,8072.0,24.0,22.0,57.0,387.0,296.0,0.0\
99171,27774.0,57917.0,106.0,55.9,172500.0,1181.0,1018.0,976.0,18.0,0.0,1.0,28.0,12.0,0.0\
99223,45003.0,75933.0,2927.0,41.3,309800.0,1646.0,32750.0,28284.0,558.0,259.0,856.0,1289.0,2122.0,436.0\
99330,20105.0,65735.0,74.0,35.7,224600.0,1563.0,1157.0,852.0,0.0,0.0,0.0,425.0,32.0,0.0\
92335,18387.0,58070.0,15953.0,29.5,327000.0,1616.0,99242.0,28127.0,4180.0,884.0,1301.0,83360.0,5859.0,607.0\
92371,19549.0,62143.0,3946.0,32.2,249500.0,1504.0,20881.0,16219.0,160.0,300.0,407.0,8925.0,2107.0,0.0\
92372,26111.0,52500.0,560.0,37.9,279300.0,1709.0,5796.0,5169.0,0.0,0.0,267.0,1768.0,84.0,0.0\
92392,22121.0,61872.0,7998.0,32.3,245700.0,1523.0,56938.0,35793.0,8072.0,500.0,2458.0,31522.0,5637.0,306.0\
92505,24072.0,71139.0,7114.0,31.7,378200.0,1938.0,54706.0,28557.0,2653.0,336.0,5871.0,33387.0,3356.0,553.0\
92401,18661.0,34167.0,587.0,27.5,248200.0,1743.0,1971.0,814.0,539.0,11.0,148.0,1001.0,58.0,55.0\
92408,18428.0,57197.0,2619.0,35.1,295000.0,1721.0,14312.0,7700.0,895.0,375.0,2085.0,8774.0,1001.0,181.0\
92504,26841.0,69531.0,6891.0,34.2,381900.0,1934.0,62423.0,34501.0,4712.0,770.0,3214.0,33404.0,4273.0,947.0\
92506,41636.0,101670.0,4129.0,38.8,465900.0,2265.0,45699.0,31279.0,2444.0,321.0,2781.0,15943.0,2878.0,285.0\
63561,19611.0,36250.0,161.0,39.8,66200.0,783.0,1065.0,1045.0,10.0,0.0,9.0,0.0,1.0,0.0\
63565,26157.0,47670.0,544.0,44.3,88500.0,921.0,3640.0,3615.0,13.0,0.0,3.0,9.0,9.0,0.0\
63623,21604.0,34890.0,91.0,55.5,76800.0,831.0,764.0,718.0,14.0,0.0,13.0,0.0,19.0,2.0\
63630,16945.0,38393.0,986.0,30.4,76900.0,854.0,3956.0,3924.0,0.0,0.0,0.0,50.0,32.0,17.0\
63655,23926.0,44338.0,299.0,51.1,127000.0,981.0,1435.0,1428.0,3.0,0.0,0.0,7.0,4.0,0.0\
63670,34461.0,60459.0,949.0,42.9,169000.0,1235.0,11540.0,11017.0,316.0,21.0,77.0,95.0,71.0,0.0\
63701,28442.0,53147.0,6533.0,34.2,165000.0,1186.0,38310.0,32238.0,3588.0,12.0,1112.0,1047.0,1205.0,64.0\
